Sexo,Casado,Edad,Fumador,Trabajo,Hijos,Localidad,Telefono Casa,Telefono Celular,Correo Electronico,IMSS,Tipo de Sangre,Egreso Preparatoria,Preparotoria,Promedio Preparatoria,Certificado de Conducta,Situación,Periodo,Creditos,Materias Aprobadas,Materias Cursadas
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,5.0,7.8,REGULAR,4.0,1.0,35.0,8.0,9.0
1,No,25.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2003.0,6.0,7.2,REGULAR,4.0,1.0,29.0,7.0,9.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,2.0,9.06,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,19.0,Si,No,0.0,CONCORDIA,Si,Si,Si,Si,A+,2006.0,1.0,7.92,MALO,4.0,2.0,70.0,16.0,18.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,o+,2006.0,1.0,8.72,REGULAR,5.0,10.0,400.0,78.0,78.0
1,No,19.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,4.0,9.09,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,9.66,REGULAR,5.0,11.0,400.0,78.0,78.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2006.0,5.0,9.07,REGULAR,5.0,11.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2006.0,2.0,7.2,REGULAR,4.0,2.0,80.0,18.0,18.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,6.0,9.55,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,2.0,9.66,MALO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,7.82,REGULAR,1.0,13.0,360.0,77.0,78.0
M,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,7.98,BUENO,5.0,10.0,400.0,78.0,78.0
2,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.05,BUENO,5.0,10.0,400.0,78.0,78.0
H,No,18.0,No,No,0.0,ESCUINAPA,Si,Si,Si,Si,O+,2006.0,3.0,9.59,MALO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,8.0,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,8.85,BUENO,5.0,10.0,400.0,78.0,78.0
2,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.13,MALO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.27,BUENO,5.0,10.0,400.0,78.0,78.0
2,Si,18.0,No,No,3.0,MAZATLÁN,Si,Si,Si,Si,O+,2002.0,3.0,7.4,BUENO,4.0,1.0,40.0,9.0,9.0
1,No,23.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,9.45,BUENO,4.0,3.0,73.0,16.0,27.0
2,No,19.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,5.0,7.24,BUENO,4.0,2.0,80.0,18.0,18.0
1,Si,18.0,No,No,1.0,EL ROSARIO,Si,Si,Si,Si,O+,2006.0,3.0,8.38,MALO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,6.0,7.1,MALO,4.0,3.0,69.0,16.0,27.0
1,No,25.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2000.0,4.0,7.1,BUENO,2.0,6.0,80.0,18.0,27.0
2,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,4.0,8.81,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,EL ROBLE,Si,Si,Si,Si,O+,2006.0,5.0,8.2,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,6.0,9.16,REGULAR,5.0,10.0,400.0,78.0,78.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,No,Si,Si,O+,2006.0,1.0,7.52,BUENO,4.0,2.0,60.0,14.0,18.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,No,O+,2005.0,4.0,7.14,REGULAR,1.0,13.0,235.0,51.0,59.0
M,No,19.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.54,REGULAR,5.0,10.0,400.0,78.0,78.0
2,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,5.0,9.91,BUENO,5.0,10.0,400.0,78.0,78.0
2,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,2.0,8.27,REGULAR,5.0,11.0,400.0,78.0,78.0
H,No,19.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.88,BUENO,5.0,10.0,400.0,78.0,78.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,No,No,Si,A+,2005.0,1.0,7.78,BUENO,2.0,15.0,309.0,63.0,71.0
1,No,24.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2002.0,2.0,7.74,BUENO,4.0,1.0,30.0,7.0,9.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,5.0,7.23,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,9.71,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,6.0,9.56,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,1.0,9.14,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,8.51,MALO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.39,BUENO,5.0,13.0,400.0,73.0,73.0
H,No,24.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,3.0,7.67,REGULAR,4.0,3.0,110.0,23.0,25.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,4.0,7.57,REGULAR,4.0,9.0,215.0,44.0,48.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,5.0,8.64,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2001.0,5.0,7.61,MALO,4.0,2.0,42.0,10.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,1.0,9.15,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,9.53,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,No,No,Si,No,A+,2004.0,6.0,7.62,REGULAR,4.0,7.0,142.0,30.0,40.0
1,Si,18.0,Si,Si,1.0,LOS MOCHIS,Si,Si,Si,Si,O+,2005.0,5.0,9.2,BUENO,1.0,16.0,360.0,72.0,72.0
1,No,18.91,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,5.0,8.26,MALO,5.0,10.0,400.0,73.0,73.0
1,Si,18.0,No,No,2.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,6.0,7.4,REGULAR,4.0,4.0,74.0,17.0,25.0
1,No,23.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2003.0,1.0,7.65,MALO,4.0,3.0,30.0,7.0,16.0
1,No,18.0,Si,No,0.0,MAZATLÁN,No,Si,Si,No,O+,2004.0,2.0,7.36,REGULAR,4.0,0.0,0.0,0.0,0.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,No,Si,Si,O+,2005.0,5.0,7.3,BUENO,1.0,16.0,349.0,70.0,72.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,No,Si,Si,No,O+,2006.0,6.0,9.97,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,LOS MOCHIS,Si,Si,Si,Si,A+,2005.0,2.0,7.4,BUENO,4.0,2.0,35.0,9.0,16.0
1,No,26.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,2.0,7.23,REGULAR,1.0,16.0,360.0,72.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,8.04,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2003.0,1.0,7.59,MALO,2.0,11.0,392.0,72.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2000.0,2.0,7.49,BUENO,2.0,8.0,220.0,45.0,49.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2205.0,1.0,7.65,MALO,4.0,2.0,33.0,8.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,7.36,BUENO,4.0,2.0,56.0,13.0,16.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.81,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,1.0,9.65,MALO,5.0,10.0,400.0,73.0,73.0
H,Si,18.0,No,Si,2.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,4.0,7.13,BUENO,2.0,14.0,309.0,63.0,68.0
1,Si,18.0,No,No,0.0,MAZATLÁN,No,No,Si,No,O+,2005.0,4.0,7.62,BUENO,4.0,13.0,307.0,63.0,71.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,No,Si,Si,A+,2004.0,5.0,8.17,MALO,2.0,12.0,146.0,32.0,41.0
1,No,19.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,2.0,8.66,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,No,Si,Si,No,A+,2005.0,1.0,9.18,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,1998.0,5.0,7.4,REGULAR,4.0,6.0,96.0,22.0,31.0
1,No,26.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,6.0,7.65,REGULAR,4.0,2.0,43.0,10.0,15.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2004.0,2.0,7.36,REGULAR,4.0,6.0,97.0,21.0,31.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,4.0,7.83,BUENO,3.0,16.0,269.0,55.0,69.0
H,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,No,O+,1999.0,2.0,7.62,REGULAR,4.0,2.0,37.0,9.0,16.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.82,MALO,5.0,13.0,400.0,73.0,73.0
2,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.14,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.94,MALO,5.0,10.0,400.0,73.0,73.0
1,Si,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,2.0,7.38,MALO,1.0,16.0,360.0,72.0,72.0
1,Si,19.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,1.0,7.4,BUENO,4.0,2.0,48.0,11.0,16.0
H,No,19.0,Si,No,0.0,VILLA UNIÓN,Si,Si,Si,No,O+,2006.0,5.0,9.82,REGULAR,5.0,12.0,400.0,73.0,73.0
1,No,21.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,4.0,7.65,REGULAR,4.0,2.0,50.0,12.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,9.14,BUENO,5.0,11.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,6.0,9.94,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,1999.0,4.0,7.36,BUENO,4.0,8.0,158.0,32.0,41.0
H,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,9.14,BUENO,5.0,15.0,400.0,73.0,73.0
1,Si,24.0,No,No,2.0,MAZATLÁN,Si,Si,No,No,O+,2005.0,5.0,7.62,MALO,4.0,1.0,28.0,8.0,9.0
1,No,18.0,No,Si,0.0,EL HABAL,Si,Si,Si,Si,O+,2005.0,2.0,7.4,BUENO,4.0,2.0,60.0,13.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,2.0,9.94,MALO,5.0,10.0,400.0,73.0,73.0
1,No,24.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,7.65,BUENO,4.0,1.0,35.0,9.0,9.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2004.0,4.0,7.36,MALO,4.0,4.0,114.0,25.0,32.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,No,O+,2004.0,5.0,7.62,BUENO,4.0,3.0,63.0,14.0,25.0
1,No,18.0,No,No,0.0,CONCORDIA,Si,Si,Si,Si,O+,2002.0,4.0,7.37,BUENO,2.0,7.0,136.0,29.0,34.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.82,BUENO,5.0,11.0,400.0,73.0,73.0
H,No,20.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.14,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,No,Si,Si,B+,2005.0,2.0,7.4,REGULAR,4.0,9.0,184.0,39.0,49.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,A+,2004.0,2.0,7.95,BUENO,2.0,11.0,346.0,69.0,71.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.94,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.91,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,2.0,9.82,BUENO,5.0,10.0,400.0,73.0,73.0
2,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.14,MALO,5.0,10.0,400.0,73.0,73.0
2,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,3.0,7.18,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,5.0,9.82,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,9.14,BUENO,5.0,11.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,6.0,8.66,REGULAR,5.0,11.0,400.0,73.0,73.0
1,No,19.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2004.0,3.0,8.7,MALO,5.0,10.0,400.0,73.0,73.0
1,No,25.0,No,No,0.0,LOS MOCHIS,Si,Si,Si,Si,O+,2003.0,3.0,7.69,REGULAR,2.0,13.0,128.0,27.0,33.0
H,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,8.95,REGULAR,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.3,BUENO,5.0,11.0,400.0,73.0,73.0
1,No,25.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,8.23,REGULAR,4.0,2.0,48.0,11.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,8.81,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,1.0,9.98,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O-,2006.0,2.0,9.51,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,VILLA UNIÓN,Si,Si,Si,Si,A+,2006.0,1.0,9.28,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.68,MALO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,1.0,9.68,BUENO,5.0,11.0,400.0,73.0,73.0
1,Si,18.0,No,Si,0.0,GUASAVE,Si,Si,Si,Si,O+,2000.0,1.0,7.36,REGULAR,4.0,0.0,0.0,0.0,0.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,No,No,A+,2005.0,4.0,7.62,MALO,4.0,2.0,37.0,10.0,16.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,4.0,9.05,BUENO,5.0,15.0,400.0,73.0,73.0
1,No,21.0,No,No,0.0,MAZATLÁN,Si,No,Si,Si,O+,2003.0,5.0,7.4,REGULAR,4.0,10.0,130.0,27.0,34.0
1,No,24.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,7.65,REGULAR,4.0,10.0,133.0,28.0,33.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,9.33,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,No,Si,O+,2005.0,6.0,7.36,BUENO,4.0,5.0,154.0,32.0,34.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,5.0,9.02,BUENO,5.0,10.0,400.0,73.0,73.0
H,Si,21.0,No,No,2.0,MAZATLÁN,Si,Si,Si,No,A+,2000.0,2.0,7.42,MALO,1.0,10.0,348.0,70.0,72.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,3.0,8.19,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,6.0,7.62,MALO,4.0,2.0,40.0,9.0,16.0
1,No,18.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,2.0,7.34,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,No,O+,2004.0,3.0,8.78,BUENO,5.0,10.0,400.0,73.0,73.0
1,Si,24.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,No,A+,2003.0,4.0,7.4,BUENO,4.0,5.0,154.0,32.0,34.0
1,No,21.0,Si,No,0.0,CONCORDIA,Si,Si,Si,Si,B+,2005.0,1.0,9.89,BUENO,5.0,10.0,400.0,73.0,73.0
H,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.93,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,5.0,9.42,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,8.11,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,19.0,Si,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2004.0,1.0,7.84,REGULAR,2.0,6.0,194.0,40.0,49.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,No,Si,Si,A+,2006.0,6.0,8.38,REGULAR,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,4.0,9.38,REGULAR,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,5.0,8.26,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,22.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,9.21,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,No,Si,O-,2005.0,3.0,7.65,MALO,4.0,9.0,176.0,36.0,47.0
H,No,25.0,No,No,0.0,MAZATLÁN,Si,Si,Si,No,O+,2005.0,1.0,7.25,MALO,1.0,16.0,360.0,72.0,72.0
1,Si,18.0,No,No,1.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,7.04,MALO,2.0,5.0,84.0,19.0,30.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,2.0,9.9,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,VILLA UNIÓN,Si,Si,Si,Si,A+,2006.0,3.0,9.26,BUENO,5.0,14.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,9.55,BUENO,5.0,12.0,400.0,73.0,73.0
2,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,3.0,9.68,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,27.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,5.0,7.36,BUENO,4.0,2.0,50.0,12.0,16.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O-,2002.0,6.0,7.62,MALO,4.0,1.0,40.0,9.0,9.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,No,Si,O+,2003.0,6.0,7.4,BUENO,4.0,11.0,216.0,45.0,55.0
1,Si,19.0,No,No,2.0,MAZATLÁN,Si,No,Si,No,O+,2004.0,5.0,7.18,BUENO,4.0,6.0,165.0,34.0,41.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2006.0,1.0,8.18,BUENO,5.0,10.0,400.0,73.0,73.0
1,Si,18.0,No,No,2.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,8.38,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,23.0,Si,No,0.0,MAZATLÁN,Si,Si,No,Si,O+,2003.0,4.0,7.29,BUENO,4.0,7.0,215.0,44.0,48.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2005.0,1.0,8.33,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,No,Si,Si,O+,2005.0,3.0,7.43,REGULAR,4.0,3.0,62.0,14.0,16.0
1,No,19.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2006.0,3.0,8.93,MALO,5.0,10.0,400.0,73.0,73.0
1,No,24.0,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2001.0,3.0,7.65,MALO,4.0,6.0,96.0,21.0,27.0
1,No,18.91,Si,Si,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2003.0,4.0,7.23,REGULAR,2.0,9.0,186.0,39.0,48.0
1,No,18.0,Si,No,0.0,POZOLE,Si,Si,Si,Si,A+,2005.0,1.0,7.73,REGULAR,4.0,0.0,0.0,0.0,0.0
1,No,18.0,No,No,0.0,POZOLE,Si,Si,Si,Si,O+,2006.0,1.0,8.61,BUENO,5.0,12.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,3.0,9.17,BUENO,5.0,13.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,1998.0,2.0,7.37,REGULAR,4.0,2.0,39.0,9.0,16.0
H,No,24.0,No,No,0.0,MAZATLÁN,Si,No,Si,No,A+,2005.0,3.0,7.96,REGULAR,4.0,3.0,99.0,22.0,25.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,No,No,Si,O+,2005.0,4.0,7.76,MALO,4.0,2.0,35.0,8.0,16.0
1,No,18.0,No,Si,0.0,MAZATLÁN,Si,Si,No,Si,A+,2001.0,5.0,7.44,REGULAR,2.0,13.0,268.0,54.0,57.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2006.0,4.0,8.01,BUENO,5.0,12.0,400.0,73.0,73.0
M,No,19.0,No,No,0.0,EL ROBLE,Si,Si,Si,Si,A+,2003.0,1.0,8.63,MALO,5.0,13.0,400.0,73.0,73.0
1,No,19.0,No,No,0.0,CONCORDIA,Si,Si,Si,Si,O+,2000.0,4.0,7.67,REGULAR,2.0,13.0,279.0,57.0,65.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,2.0,8.16,BUENO,5.0,15.0,400.0,73.0,73.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2004.0,5.0,9.59,BUENO,5.0,11.0,400.0,73.0,73.0
1,No,18.91,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2004.0,3.0,7.19,MALO,2.0,8.0,230.0,47.0,56.0
1,Si,23.0,No,No,2.0,MAZATLÁN,Si,Si,Si,Si,B+,2005.0,5.0,7.07,REGULAR,2.0,10.0,185.0,38.0,41.0
H,Si,25.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,1994.0,2.0,7.44,REGULAR,4.0,1.0,40.0,9.0,9.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,A+,2003.0,5.0,8.22,BUENO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,MAZATLÁN,Si,Si,Si,Si,O+,2005.0,3.0,7.98,MALO,5.0,10.0,400.0,73.0,73.0
1,No,18.0,Si,No,0.0,LOS MOCHIS,Si,Si,Si,Si,A+,2005.0,2.0,7.34,MALO,4.0,16.0,308.0,63.0,71.0
1,No,18.0,No,No,0.0,MAZATLÁN,Si,Si,Si,Si,B+,2005.0,3.0,7.34,REGULAR,4.0,8.0,226.0,46.0,56.0
